yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Nazir 1:1:2,"כתיב (במדבר ל) איש כי ידור נדר מה תלמוד לומר נדר אלא מיכן שכינויי נדרים כנדרים (שם) או השבע מה תלמוד לומר שבועה אלא מיכן שכינוי שבועה כשבועה גר""ש ראש""ה דנדרי""ם קדמית""א ע""ד דמט""י אשכח תני ר' ישמעאל נדר נזיר להזיר מיכן שאדם קובע עליו נזירות בתוך ימי נזירותו",Jerusalem Talmud Nedarim 1:1:2,"<strong><big>הלכה:</big></strong> <i data-overlay=""Venice Columns"" data-value=""36c""></i>כָּל־כִּינּוּיֵי נְדָרִים כַּנְּדָרִים כול׳. כְּתִיב אִישׁ כִּי יִדּוֹר. מַה תַּלְמוּד לוֹמַר נֶדֶר. אֶלָּא מִיכָּן שֶׁכִּינּוּיֵי נְדָרִים כַּנְּדָרִים. אוֹ הִשָּׁבַע. מַה תַּלְמוּד לוֹמַר שְׁבוּעָה. אֶלָּא מִיכָּן שֶׁכִּינּוּיֵי שְׁבוּעוֹת כַּשְּׁבוּעוֹת. אַךְ כָּל־חֶרֶם. מַה תַּלְמוּד לוֹמַר יַחֲרִים. אֶלָּא מִיכָּן שֶׁכִּינּוּיֵי חֲרָמִים כַּחֲרָמִים. נֶדֶר נָזִיר. מַה תַּלְמוּד לוֹמַר לְהַזִּיר. אֶלָּא מִיכָּן שֶׁכִּינּוּיֵי נְזִירוּת כַּנְּזִירוּת. עַד כְּדוֹן כְּרִבִּי עֲקִיבָה דְאָמַר. לְשׁוֹנוֹת רִבּוּיִין הֵן. כְּרִבִּי יִשְׁמָעֵאל דְּאָמַר. לְשׁוֹנוֹת כְּפוּלִין הֵן וְהַתּוֹרָה דִיבְּרָה כְדַרְכָּהּ. הָלוֹךְ הָלַכְתָּ. נִכְסֹף נִכְסַפְתָּ. גָּנֹב גּוּנַּבְתִי. מְנָלָן. אִישׁ כִּי יִדּוֹר נֶדֶר לַײ֨ אוֹ הִשָׁבַע שְׁבוּעָה לֶאֱסוֹר אִסָּר עַל נַפְשׁוֹ לֹא יָחֵל דְּבָרוֹ. מַה תַּלְמוּד לוֹמַר כְּכָל־הַיּוֹצֵא מִפִּיו יַעֲשֶׂה. אֶלָּא מִיכָּן שֶׁכִּינּוּיֵי נְדָרִים כַּנְּדָרִים וְכִינּוּיֵי שְׁבוּעוֹת כַּשְּׁבוּעוֹת. וּמְנַיַן שֶׁכִּינּוּיֵי חֲרָמִים כַּחֲרָמִים. נֶדֶר נֶדֶר. מַה נֶדֶר שֶׁנֶּאֱמַר לְהַלָּן כִּינּוּי נְדָרִים כַּנְּדָרִים וְכִינּוּי שְׁבוּעָה כַּשְּׁבוּעָה. אַף נֶדֶר שֶׁנֶּאֱמַר כָּאן כִּינּוּי חֲרָמִין כַּחֲרָמִין. וּמְנַיִן שֶׁכִּינּוּיֵי נְזִירוּת כַּנְּזִירוּת. נֶדֶר נֶדֶר. מַה נֶדֶר שֶׁנֶּאֱמַר לְהַלָּן כִּינּוּי שְׁבוּעָה כַּשְּׁבוּעָה אַף נֶדֶר שֶׁנֶּאֱמַר כָּאן כִּינּוּי נְזִירוּת כַּנְּזִירוּת."
Jerusalem Talmud Nazir 1:1:2,"כתיב (במדבר ל) איש כי ידור נדר מה תלמוד לומר נדר אלא מיכן שכינויי נדרים כנדרים (שם) או השבע מה תלמוד לומר שבועה אלא מיכן שכינוי שבועה כשבועה גר""ש ראש""ה דנדרי""ם קדמית""א ע""ד דמט""י אשכח תני ר' ישמעאל נדר נזיר להזיר מיכן שאדם קובע עליו נזירות בתוך ימי נזירותו",Numbers 30:3,אִישׁ֩ כִּֽי־יִדֹּ֨ר נֶ֜דֶר לַֽיהֹוָ֗ה אֽוֹ־הִשָּׁ֤בַע שְׁבֻעָה֙ לֶאְסֹ֤ר אִסָּר֙ עַל־נַפְשׁ֔וֹ לֹ֥א יַחֵ֖ל דְּבָר֑וֹ כְּכׇל־הַיֹּצֵ֥א מִפִּ֖יו יַעֲשֶֽׂה׃
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Yevamot 13:2:8-9,"['רִבִּי אָחָא בַּר חִינְנָא בְשֵׁם כַּהֲנָא. כְּדִבְרֵי מִי שֶׁהוּא אוֹמֵר. אֵינוֹ תוֹרֵם וְאֵינוֹ מַקְדִּישׁ. וְלָמָּה לֹא אָמַר. כְּדִבְרֵי מִי שֶׁהוּא אוֹמֵר תּוֹרֵם וּמַקְדִּישׁ. בְּגִין דְּרִבִּי יוּדָה אָמַר. תּוֹרֵם וְאֵינוֹ מַקְדִּשׁ. אָמַר רִבִּי יוֹחָנָן. אֲפִילוּ כְבָאן דְּאָמַר. אֵינוֹ תוֹרֵם מַקְדִּשׁ. מָהוּ מַקְדִּשׁ. עוֹלָה וּשְׁלָמִים. לְהָבִיא חַטָּאת חֵלֶב אֵינוֹ יָכוֹל שֶׁאֵין לוֹ חַטָּאת חֵלֶב. חַטָּאת דָּם אֵינוֹ יָכוֹל שֶׁאֵין לוֹ חַטָּאת דָּם. מָהוּ שֶׁיָּבִיא קָרְבַּן זִיבָה וְקָרְבַּן צָרַעַת. מֵאַחַר שֶׁהִיא חוֹבָה אֵינוֹ מֵבִיא אוֹ מֵאַחַר שֶׁהוּא מִטָּמֵא בָּהֶן מֵבִיא. <i data-overlay=""Vilna Pages"" data-value=""72a""></i>כָּוְתִּי פְּשִּׁיטָא לָךְ שֶׁהוּא מֵבִיא. מָהוּ שֶׁיֵּעָשֶׂה בָּהֶן שָׁלִיחַ. מֵאַחַר שֶׁהוּא [מִטָּמֵא] <i data-commentator=""Guggenheimer Notes"" data-label=""58""></i> בָּהֶן נַעֲשֶׂה בָּהֶן שָׁלִיחַ אוֹ מֵאַחַר שֶׁאֵינוֹ נַעֲשֶׂה שָׁלִיחַ לְכָל־הַדְּבָרִים אֵינוֹ נַעֲשֶׂה בָהֶן שָׁלִיחַ. הָתִיב רִבִּי יוּדָן. הֲרֵי יֵשׁ לוֹ טֵבֵל דְּבַר תּוֹרָה. פּוֹטֵר טִבְלוֹ דְּבַר תּוֹרָה. וְהָכָא אַף עַל פִּי שֶּׁהוּא מִטָּמֵא בָּהֶן אֵינוֹ נַעֲשֶׂה שָׁלִיחַ. מָהוּ שֶׁיָּבִיא בִּיכּוּרִין כְּרִבִּי יוּדָה. דּרִבִּי יוּדָה אָמַר הוּקְּשׁוּ <i data-commentator=""Guggenheimer Notes"" data-label=""59""></i> לְקָדְשֵׁי הַגְּבוּל. אֵינוֹ מֵבִיא. כְּרַבָּנִין. דְּאִינּוּן אָֽמְרִין הוּקְּשׁוּ <i data-commentator=""Guggenheimer Notes"" data-label=""59""></i> לְקָדְשֵׁי הַמִּקְדָּשׁ מֵבִיא. מָהוּ שֶׁיָּבִיא חֲגִיגָה מֵאַחַר שֶׁהוּא חוֹבָה אֵינוֹ מֵבִיא אוֹ מֵאַחַר שֶׁהוּא מְשַׁנֶּה לְשֵׁם שְׁלָמִים מֵבִיא. כָּוְתִּי פְּשִׁיטָה לָךְ שֶׁהוּא מֵבִיא. מַהוּ שֶׁיָּבִיא פֶּסַח. מֵאַחַר שֶׁהִיא חוֹבָה אֵינוֹ מֵבִיא אוֹ מֵאַחַר דְּאָמַר רִבִּי שִׁמְעוֹן בֶּן לָקִישׁ בְּשֵׁם רִבִּי הוֹשַׁעְיָה. מֵבִיא הוּא אָדָם פֶּסַח בִּשְׁאַר יְמוֹת הַשָּׁנָה וּמְשַׁנֵּיהוּ לְשֵׁם שְׁלָמִים. מֵבִיא. מָהוּ שֶׁיָּבִיא מַעֲשֵׂר דָּגָן. אִין יִסְבּוֹר כְּרִבִּי מֵאִיר. דְּרִבִּי מֵאִיר אָמַר. מִכֹּל מַעְשְׂרוֹתֵיכֶם. הוּקְּשׁוּ מַעְשְׂרוֹת זֶה לָזֶה. כְּשֵׁם שֶׁאֵינוֹ מֵבִיא מַעֲשֵׂר דָּגָן כָךְ אֵינוֹ מֵבִיא מַעֲשֵׂר בְּהֵמָה. מָהוּ שֶׁיַּעֲשֶׂה תְּמוּרָה. אִין יִסְבָר כְּרִבִּי מֵאִיר. דְּאָמַר מִכֹּל מַעְשְׂרוֹתֵיכֶם. הוּקְּשׁוּ מַעְשְׂרוֹת זֶה לָזֶה. כְּשֵׁם שֶׁאֵינוֹ מֵבִיא מַעֲשֵׂר דָּגָן כָךְ אֵינוֹ מֵבִיא מַעֲשֵׂר בְּהֵמָה. כְּשֵׁם שֶׁאֵינוֹ מֵבִיא מַעֲשֵׂר בְּהֵמָה כָּךְ אֵינוֹ עוֹשֶׂה תְמוּרָה. וְיִסְבּוֹר כְּרִבִּי שִׁמְעוֹן. דְּאָמַר מַעֲשֵׂר בְּהֵמָה לִימֵּד עַל כָּל־הַקֳּדָשִׁים לִתְמוּרָה. כְּשֵׁם שֶׁאֵינוֹ מֵבִיא מַעֲשֵׂר דָּגָן כָךְ אֵינוֹ מֵבִיא מַעֲשֵׂר בְּהֵמָה. כְּשֵׁם שֶׁאֵינוֹ מֵבִיא מַעֲשֵׂר בְּהֵמָה כָּךְ אֵינוֹ עוֹשֶׂה תְמוּרָה. כְּשֵׁם שֶׁאֵינוֹ עוֹשֶׂה תְמוּרָה כָּךְ אֵין מֵימִר בּוֹ. כְּשֵׁם שֶׁאֵינוֹ מֵימִר בּוֹ כָּךְ אֵינוֹ מֵימִר בְּכָל־הַקֳּדָשִׁים. מָה הוּא שֶׁיְּהוּא חַייָבִין עַל קֳדָשָׁיו בַּחוּץ. כַּהֲנָא אָמַר. אֵין חַייָבִין עַל קֳדָשָׁיו בַּחוּץ. רִבִּי יוֹחָנָן וְרִבִּי שִׁמְעוֹן בֵּן לָקִישׁ תְּרֵיהוֹן אָֽמְרִין. חַייָבִין עַל קֳדָשָׁיו בַּחוּץ. וְקַשְׁיָא דְרִבִּי כַהֲנָא עַל דְּרִבִּי יוּדָה. דְּרִבִּי יוּדָה פוֹטֵר טִיבְלוֹ דְּבַר תּוֹרָה. וְאַתְּ אָמַר אָכֵן. כְּמָאן דְּאָמַר מֵאֵילֵיהֶן קִבְּלוּ עֲלֵיהֶן אֶת הַמַּעְשְׂרוֹת.', 'וְקַשְׁיָא דְּרִבִּי יוֹחָנָן <i data-overlay=""Vilna Pages"" data-value=""72b""></i>עַל דְּרִבִּי יְהוֹשֻׁעַ. נִישּׂוּאֶיהָ תוֹרָה הֵפֵר נְדָרֶיהָ תוֹרָה. וְאַתְּ אָמַר הָכֵין. אָמַר רִבִּי זְעִירָא. לֵית כָּאן הֵפֵר נְדָרִים מִן הָדָא דְּרִבִּי יוֹחָנָן עַל הָדָא דְרִבִּי יְהוֹשֻׁעַ. רִבִּי נִיסָּא שָׁאַל. וִיהִי כֵן בָּאֲסוּרוֹת. רִבִּי יוֹחָנָן אָמַר. אֵין לוֹקִין עָל הָאֲסוּרוֹת. הֲוֵי הַהִיא דְתַנִינָן תַּמָּן. קוֹדֶם לַזְּמַן הַזֶּה אַף עַל פִּי שֶׁאָֽמְרוּ. יוֹדְעִין אָנוּ לְשֵׁם מִי נָדַרְנוּ וּלְשֵׁם מִי הִקְדַּשְׁנוּ. אֵין נִדְרֵיהֶן נְדָרִים וְאֵין הֶקְדֵּישָׁן הֶקְדֵּשׁ. לְאַחַר הַזְּמַן הַזֶּה אַף עַל פִּי שֶׁאָֽמְרוּ. אֵין אָנוּ יוֹדְעִין לְשֵׁם מִי נָדַרְנוּ וְלֹא לְשֵׁם מִי הִקְדַּשְׁנוּ. נִדְרֵיהֶן נְדָרִים וְהֶקְדֵּישָׁן הֶקְדֵּשׁ. וְהָדָא מַתְנִיתָא מַהוּ. עַל דַּעְתֵּיהּ דְּכַהֲנָא בְמַחֲלוֹקֶת. עַל דַּעְתֵין דְּרִבִי יוֹחָנָן וְרִבִּי שִׁמְעוֹן בֶּן לָקִישׁ דִּבְרֵי הַכֹּל.']"
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Nedarim 1:1:3,"מַה מְקַייֵם רִבִּי עֲקִיבָה כְּכָל־הַיּוֹצֵא מִפִּיו יַעֲשֶׂה. מִיכָּן לְנֶדֶר שֶׁבָּטֵל מִקְצָתוֹ בָּטַל כּוּלּוֹ. וְלֵית לֵיהּ לְרִבִּי יִשְׁמָעֵאל כֵּן. כּוּלָּהּ מִן תַּמָּן. אִית לֵיהּ מִיכָּן שֶׁכִּינּוּי נְדָרִים כַּנְּדָרִים וְכִינּוּיֵי שְׁבוּעוֹת כַּשְּׁבוּעוֹת. אִית לֵיהּ מִיכָּן לְנֶדֶר שֶׁבָּטֵל מִקְצָתוֹ בָּטַל כּוּלּוֹ. מַה מְקַייֵם רִבִּי יִשְׁמָעֵאל נֶדֶר נָזִיר לְהַזִּיר. מִיכָּן שֶׁאָדָם קוֹבֵעַ עָלָיו נְזִירוּת בְּתוֹךְ נְזִירוּתוֹ. <i data-overlay=""Vilna Pages"" data-value=""1b""></i>וְלֵית לֵיהּ לְרִבִּי עֲקִיבָה כֵּן. אִית לֵיהּ כּוּלָּהּ מִתַּמָּן. אִית לֵיהּ מִיכָּן שֶׁאָדָם קוֹבֵעַ עָלָיו נְזִירוּת בְּתוֹךְ נְזִירוּתוֹ."
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Tosefta Nazir (Lieberman) 2:8,"הריני <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>נזיר <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>שיהא לי בן, ונולד לו בן ספק שהוא בן קיימא <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>ספק שאינו בן קיימא, <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>ר' יהודה פוטר, ששגגת נזירות <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>מותר. ר' <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>שמעון <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>מחייב, ששגגת נזירות אסורה. <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i>יאמר אם <i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>היה בן קיימא הריני נזיר חובה, ואם לאו, הריני נזיר <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>נדבה."
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Nazir 2:4:2,<strong><big>הלכה:</big></strong> מַתְנִיתָא דְּרִבִּי מֵאִיר. דְּרִבִּי מֵאִיר אוֹמֵר. צָרִיךְ לִכְפּוֹל תמן. דִּבְרֵי הַכֹּל הִיא. אָמַר לוֹ. שְׁמוֹר וְשָׁמַעְתָּ. מַתְנִיתָא דְּרִבִּי מֵאִיר וְרִבִּי יְהוּדָה בֶּן תֵּימָא. דְּתַנֵּי. הֲרֵי זֶה גִיטֵּיךְ עַל מְנָת שֶׁלֹּא תִפְרְחִי בָאֲוֵיר. שֶׁלֹּא תַעַבְרִי אֶת הַיָּם הַגָּדוֹל בְּרַגְלַיִיךְ. הֲרֵי זֶה גֵט. עַל מְנָת שֶׁתִּפְרְחִי בָאֲוֵיר. עַל מְנָת שֶׁתַּעַבְרִי הַיָּם הַגָּדוֹל בְּרַגְלַיִיךְ. אֵינוֹ גֵט. רִבִּי יְהוּדָה בֶֶּן תֵּימָא אוֹמֵר. גֵּט. אָמַר רִבִּי זְעִירָא. תֵּדַע לָךְ שֶׁעִילָּה הָיָה רוֹצֶה לְגָֽרְשָׁהּ. שֶׁתְּלָאָהּ בִּדְבָרִים שֶׁאֵינָהּ יְכוֹלָה לַעֲמוֹד. מַה טַעֲמָה דְּרִבִּי יוּדָה בֶּן תֵּימָא. מִיכֵּיוָן שֶׁתְּלָאָהּ בִּדְבָרִים שֶׁאֵינָהּ יְכוֹלָה לַעֲמוֹד כְּמִי שֶׁנִּתְקַייֵם הַתְּנַאי בַּגֵּט הוּא.
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Nazir 5:4:3,תַּנֵּי. רִבִּי יוּדָה אוֹמֵר מִשּׁוּם רִבִּי טַרְפוֹן. אֵין אֶחָד מֵהֶן נָזִיר. שֶׁאֵין נְזִירוּת אֶלָּא עַל הַתְרָייָה. הָדָא הִיא דְרִבִּי יוּדָה אָמַר. סְפֵק נְזִירוּת מוּתָּר.
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Nazir 2:2:2,"<strong><big>הלכה:</big></strong> אָמַר אָֽמְרָה פָרָה זוֹ כול׳. רָאָה גוֹי עוֹבֵר אָמַר. רְאוּ מָה אָמַר הַגּוֹי הַזֶּה. הֲרֵי זֶה נָזִיר. הֲוָה דָמַר. מֵאַחַר שֶׁאֵין גוֹיִם נוֹזְרִין נָזִיר. לֹא אָמַר. נִשְׁמְעִינָן מִן הָדָא. אָמַר. אָֽמְרָה פָרָה זֶה. כְּלוּם אָמַרְתָּ. אֶלָּא מִשּׁוּם שֶׁהוֹצִיא נְזִירוּת מִפִּיו. וָכָא שֶׁהוֹצִיא נְזִירוּת מִתּוֹךְ פִּיו. <i data-overlay=""Vilna Pages"" data-value=""6b""></i>רָאָה יִשְׂרָאֵל עוֹבֵר אָמַר. רְאוּ מָה אָמַר יִשְׂרָאֵל זֶה. הֲרֵי זֶה נָזִיר. לֹא אָמַר. מֵאַחַר שֶׁיִשְׂרָאֵל נוֹזְרִין נָזִיר. הֲוָה דָמַר אֲפִילוּ כֵן בְּנָזִיר אוֹ אֵינוֹ אֶלָּא כְשׁוֹנֶה דְבָרוֹ. כָּךְ אֶנִי אוֹמֵר. הָיָה קוֹרֵא בַתּוֹרָה וְהִזְכִּיר נָזִיר נָזִיק."
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Jerusalem Talmud Nazir 2:8:2,<strong><big>הלכה:</big></strong> הִפִּילָה אִשְׁתּוֹ אֵינוֹ נָזִיר כול׳. וְחָשׁ לוֹמַר שֶׁמָּא בֶּן קַייָמָה הוּא. אָמַר רִבִּי יוֹחָנָן. דְּרִבִּי יוּדָה הִיא. דְּרִבִּי יוּדָה אָמַר. סְפֵק נְזִירוּת מוּתָּר. אָמַר לֵיהּ. לֹא אָמַר רִבִּי יוּדָה אֶלָּא לְבַסּוֹף. אֲבָל לְכַתְּחִילָּה אוֹף רִבִּי יוּדָה מוֹדֵיי. אֵי זֶהוּ בַּתְּחִילָּה וְאֵי זֶהוּ בַסּוֹף. אָמַר רִבִּי שְׁמוּאֵל בַּר רַב יִצְחָק. כָּל־עַמָּא מוֹדֵיי. אֵינִי יוֹדֵעַ אִם נָזַרְתִּי וְאִם לֹא נָזַרְתִּי. אָהֵן הוּא בַּתְּחִילָּה. אִם מ̇ וְאִם נֹ. אָהֵן הוּא בַּסּוֹף. רִבִּי יוֹסֵי בֵּירִבִּי בּוּן אָמַר. אִיתְפַּלְּגוֹן רִבִּי חִייָה בַּר בָּא וְרִבִּי שְׁמוּאֵל בַּר רַב יִצְחָק. כָּל־עַמָּא מוֹדֵיי. אֵינִי יוֹדֵעַ אִם נָזַרְתִּי וְאִם לֹא נָזַרְתִּי. אָהֵן הוּא בַּתְּחִילָּה. אִם מ̇ וְאִם נֹ. הָהֵנּוּ בַּסּוֹף. מַה פְלִיגִין. אִם אַחַת אִם שְׁתַּיִם. רִבִּי חִייָה בַּר בָּא עֲבַד לֵיהּ כְּבַסּוֹף. רִבִּי שְׁמוּאֵל עֲבַד לֵיהּ כְּבַתְּחִילָּה. רִבִּי מָנָא. אִם אַחַת אִם שְׁתַּיִם צְרִיכָה לְרִבִּי שְׁמוּאֵל בַּר רַב יִצְחָק. הוּא כְּבַתְּחִילָּה הוּא כְּבַסּוּף.
Jerusalem Talmud Nazir 1:1:3,תני כל כינויי נזירות כנזירות ולוקין עליהן אף על גב דרבי יוחנן אמר אין לוקין על האיסרות מודה הוא הכא שהוא לוקה אף על גב דרבי שמעון אמר אינו מביא קרבן מודה הוא הכא שהוא לוקה אף על גב דר' יודה אמר ספק נזירות מותר מודה הוא הכא שהוא לוקה מה נן קיימין אם במתכוין ליזור אפילו אמר שאזכיר פת אהא נזיר נזיר אם בשאינו מתכוין ליזור אף על גב שהוציא נזירות מפיו לא יהא נזיר כך אם היה קורא בתורה והזכיר נזיר נזיק אלא כי נן קיימין באומר אחד מכל הלשונות הללו נזרי אם תופש אחד מהן נזירות תחול עליו נזירות ואם לאו לא תחול עליו נזירות אמר לו שמור ושמעת.,Deuteronomy 12:28,שְׁמֹ֣ר וְשָׁמַעְתָּ֗ אֵ֚ת כׇּל־הַדְּבָרִ֣ים הָאֵ֔לֶּה אֲשֶׁ֥ר אָנֹכִ֖י מְצַוֶּ֑ךָּ לְמַ֩עַן֩ יִיטַ֨ב לְךָ֜ וּלְבָנֶ֤יךָ אַחֲרֶ֙יךָ֙ עַד־עוֹלָ֔ם כִּ֤י תַעֲשֶׂה֙ הַטּ֣וֹב וְהַיָּשָׁ֔ר בְּעֵינֵ֖י יְהֹוָ֥ה אֱלֹהֶֽיךָ׃ <span>{ס}</span>        
