yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Orlah 1:1:2,"הנוטע לסייג כו'. כתיב (ויקרא יט) ונטעתם כל עץ מאכל את שהוא למאכל חייב. לסייג ולקורות ולעצים פטור. מעתה אותו של מאכל אפי' חישב עליו לסייג יהא חייב. ת""ל עץ מאכל.",Leviticus 19:23,וְכִי־תָבֹ֣אוּ אֶל־הָאָ֗רֶץ וּנְטַעְתֶּם֙ כׇּל־עֵ֣ץ מַאֲכָ֔ל וַעֲרַלְתֶּ֥ם עׇרְלָת֖וֹ אֶת־פִּרְי֑וֹ שָׁלֹ֣שׁ שָׁנִ֗ים יִהְיֶ֥ה לָכֶ֛ם עֲרֵלִ֖ים לֹ֥א יֵאָכֵֽל׃
Jerusalem Talmud Orlah 1:1:2,"הנוטע לסייג כו'. כתיב (ויקרא יט) ונטעתם כל עץ מאכל את שהוא למאכל חייב. לסייג ולקורות ולעצים פטור. מעתה אותו של מאכל אפי' חישב עליו לסייג יהא חייב. ת""ל עץ מאכל.",Jerusalem Talmud Orlah 1:1:11,רַב חוּנָה שָׁאַל אֶתְרוֹג שֶׁנְּטָעוֹ לְמִצְװָתוֹ מַהוּ שֶׁיְּהֵא חַייָב בְּעָרְלָה. חָזַר רַב חוּנָה וְאָמַר אֶתְרוֹג שֶׁנְּטָעוֹ לְמִצְוָתוֹ חַייָב בְּעָרְלָה. וְלֹא כֵן תַּנִּינָן וּלְקַחְתֶּם לָכֶם וְלֹא מִן הַמִּצְוָה. תַּמָּן וּלְקַחְתֶּם לָכֶם בְּדָמִים לֹא מִן הַמִּצְוָה. בְּרַם הָכָא כְּמַה דְתֵימַר גַּבֵּי שׁוֹפָר יוֹם תְּרוּעָה יִהְיֶה לָכֶם מִכָּל־מָקוֹם. וָכָא שָׁלֹשׁ שָׁנִים יִהְיֶה לָכֶם עֲרֵילִים לֹא יֵאָכֵל מִכָּל־מָקוֹם. מַה בֵינוֹ לִמְשַׁמֵּר פֵּירוֹתָיו לְעֵצִים. כְּשֵׁם שֶׁהוּא רוֹצֶה בְּפִרְיוֹ כָּךְ הוּא רוֹצֶה בְּעֵצוֹ. בְּרַם הָכָא רוֹצֶה הוּא בְּפִרְיוֹ וְאֵין רוֹצֶה בְּעֵצוֹ. וְעוֹד מִן הָדָא דְּאָמַר רִבִּי חֲנִינָה פֶּרִי אִם אוֹמֵר עֵצוֹ אֵין אָדָם יוֹצֵא בָהּ יְדֵי חוֹבָתוֹ בְחָג. מַה דָמֵי לָהּ. זַיִת שֶׁנְּטָעוֹ לְהַדְלִיק בּוֹ בַחֲנוּכָּה. אָמַר רִבִּי יוֹסֵי בַּר בּוּן זֶה דְּבַר תּוֹרָה זֶה מִדִּבְרֵיהֶם וְאַתְּ אָמַר הָכֵין. מהַ דָמֵי לָהּ. זַיִת שֶׁנְּטָעוֹ לְהַדְלִיק בּוֹ אֶת הַמְּנוֹרָה. זֶה דְּבַר תּוֹרָה וְזֶה דְּבַר תּוֹרָה.
Jerusalem Talmud Orlah 1:1:3,"רבי יוסי ילמד דבר מתחילתו ממשמע שנאמר (שם) שלש שני' יהיה לכם ערלים לא יאכל. וכי אין אנו יודעין שבעץ מאכל הכתוב מדבר מה ת""ל ונטעתם כל עץ מאכל את שהוא למאכל חייב לסייג ולקורות ולעצים פטור. רבי יונה למד דבר מסופו ממשמע שנאמר (שם) ובשנה החמישית תאכלו את פריו להוסיף לכם תבואתו. וכי אין אנו יודעין שבעץ מאכל הכתוב מדבר מה ת""ל ונטעתם כל עץ מאכל את שהוא למאכל חייב לסייג ולקורות ולעצים פטור.",Leviticus 19:23,וְכִי־תָבֹ֣אוּ אֶל־הָאָ֗רֶץ וּנְטַעְתֶּם֙ כׇּל־עֵ֣ץ מַאֲכָ֔ל וַעֲרַלְתֶּ֥ם עׇרְלָת֖וֹ אֶת־פִּרְי֑וֹ שָׁלֹ֣שׁ שָׁנִ֗ים יִהְיֶ֥ה לָכֶ֛ם עֲרֵלִ֖ים לֹ֥א יֵאָכֵֽל׃
Jerusalem Talmud Orlah 1:1:3,"רבי יוסי ילמד דבר מתחילתו ממשמע שנאמר (שם) שלש שני' יהיה לכם ערלים לא יאכל. וכי אין אנו יודעין שבעץ מאכל הכתוב מדבר מה ת""ל ונטעתם כל עץ מאכל את שהוא למאכל חייב לסייג ולקורות ולעצים פטור. רבי יונה למד דבר מסופו ממשמע שנאמר (שם) ובשנה החמישית תאכלו את פריו להוסיף לכם תבואתו. וכי אין אנו יודעין שבעץ מאכל הכתוב מדבר מה ת""ל ונטעתם כל עץ מאכל את שהוא למאכל חייב לסייג ולקורות ולעצים פטור.",Leviticus 19:25,וּבַשָּׁנָ֣ה הַחֲמִישִׁ֗ת תֹּֽאכְלוּ֙ אֶת־פִּרְי֔וֹ לְהוֹסִ֥יף לָכֶ֖ם תְּבוּאָת֑וֹ אֲנִ֖י יְהֹוָ֥ה אֱלֹהֵיכֶֽם׃
Jerusalem Talmud Orlah 1:1:4,"תני רבן שמעון בן גמליאל אומר בד""א בזמן שנטע לסייג ולקורות ולעצים פטור. נטע דבר שאין ראוי להם חייב. יאות אמר רשב""ג מ""ט דרבנין. א""ר זעירא במשנה סדר נטיעתם לעצים ברוצף לקורות במשפה לסייג מקום הסייג מוכיח עליו.",Tosefta Orlah (Lieberman) 1:1,"הנוטע <i data-commentator=""Variants"" data-label=""א"" data-order=""1""></i>לסיג, <i data-commentator=""Variants"" data-label=""ב"" data-order=""2""></i>לקורות, ולעצים, פטור מן הערלה. <i data-commentator=""Variants"" data-label=""ג"" data-order=""3""></i>אמ' רבן שמעון בן גמליאל <i data-commentator=""Variants"" data-label=""ד"" data-order=""4""></i>במי דברים אמורים בזמן <i data-commentator=""Variants"" data-label=""ה"" data-order=""5""></i>שנטע <i data-commentator=""Variants"" data-label=""ו"" data-order=""6""></i>לסיג, ולקורות, ולעצים, דבר הראוי <i data-commentator=""Variants"" data-label=""ז"" data-order=""7""></i>להם. <i data-commentator=""Variants"" data-label=""ח"" data-order=""8""></i><i data-commentator=""Variants"" data-label=""ט"" data-order=""9""></i>נטע <i data-commentator=""Variants"" data-label=""י"" data-order=""10""></i>לסיג, לקורות, ולעצים, <i data-commentator=""Variants"" data-label=""יא"" data-order=""11""></i>דבר שאין ראוי להם, <i data-commentator=""Variants"" data-label=""יב"" data-order=""12""></i>חייב בערלה. נטעו לעצים <i data-commentator=""Variants"" data-label=""יג"" data-order=""13""></i>וחשב עליו לאכילה <i data-commentator=""Variants"" data-label=""יד"" data-order=""14""></i>מניין, ת""ל כל עץ מאכל. <i data-commentator=""Variants"" data-label=""טו"" data-order=""15""></i>מאמתי מונין לו, משעת <i data-commentator=""Variants"" data-label=""טז"" data-order=""16""></i>נטיעתו."
Jerusalem Talmud Orlah 1:1:5,"תני בשם רבי מאיר כל האילנות באין למחשבת פטור חוץ מן הזית ומן התאינה. ר""מ כדעתיה דאמר כל אילנות אילן סרק חוץ מזית ותאינה.",Jerusalem Talmud Orlah 1:1:14,"נְטָעוֹ לִסְייָג וְחִישֵּׁב עָלָיו לְמַאֲכָל בָּא בְמַחֲשָׁבָה. לְמַאֲכָל וְחִישֵּׁב עָלָיו לִסְייָג לֹא כָּל־הִימֵינוּ. נְטָעוֹ שָׁנָה רִאשׁוֹנָה לִסְייָג מִכָּאן וְאֵילָךְ חִישֵּׁב עָלָיו לְמַאֲכָל מִכֵּיוָן שֶׁחִישֵּׁב בָּהּ מַחֲשֶׁבֶת חִיּוּב יְהֵא חַייָב. וְהָתַנִּינָן רִבִּי יוֹסֵי אוֹמֵר אֲפִילוּ הַפְּנִימִי לְמַאֲכָל <i data-overlay=""Vilna Pages"" data-value=""2b""></i>וְהַחִיצוֹן לִסְייָג הַפְּנִימִי חַייָב וְהַחִיצוֹן פָּטוּר. תַּמָּן לְמַאֲכָל לְמַאֲכָל לְעוֹלָם. לִסְייָג לִסְייָג לְעוֹלָם. בְּרַם הָכָא מִכֵּיוָן שֶׁעִירֵב בּוֹ מַחֲשֶׁבֶת חִיּוּב יְהֵא חַייָב."
Jerusalem Talmud Orlah 1:1:5,"תני בשם רבי מאיר כל האילנות באין למחשבת פטור חוץ מן הזית ומן התאינה. ר""מ כדעתיה דאמר כל אילנות אילן סרק חוץ מזית ותאינה.",Mishnah Kilayim 6:5,"אֵיזֶהוּ אִילַן סְרָק. כָּל שֶׁאֵינוֹ עוֹשֶׂה פֵרוֹת. רַבִּי מֵאִיר אוֹמֵר, הַכֹּל אִילַן סְרָק, חוּץ מִן הַזַּיִת וְהַתְּאֵנָה. רַבִּי יוֹסֵי אוֹמֵר, כָּל שֶׁאֵין כָּמוֹהוּ נוֹטְעִין שָׂדוֹת שְׁלֵמוֹת, הֲרֵי זֶה אִילַן סְרָק: 
"
Jerusalem Talmud Orlah 1:1:6,"תני בשם ר""ש אין לך בא למחשבת פטור אלא שלשת המינין בלבד רימון ושקמה וצלף. מהו שיהו חייבין במעשר. תפלוגתא דר' בא בר ממל ודר' הילא. דאיתפלגון המשמר פירותיו לעצים רבי בא בר ממל אמר חייב ר' הילא בשם ר' יוסי אמר פטור. ר' בא בר ממל אמר חייב מן הדא (דברים יד) ובא הלוי כי אין לו חלק ונחלה עמך. ממה שיש לך ואין לו את חייב ליתן לו. יצא הפקר שידך וידו שווין בו. הוא לקט היא שכחה היא פאה היא הבקר.",Jerusalem Talmud Terumot 1:3:2-3,"['<strong><big>הלכה:</big></strong> רִבִּי יוֹחָנָן בְּשֵׁם רִבִּי יַנַּאי זֶה אֶחָד מִשְּׁלֹשָׁה מִקְרִיּוֹת מְחוּוָרִין שֶׁבַּתּוֹרָה וּבָא הַלֵּוִי כִּי אֵין לֹו חֵלֶק וְנַחֲלָה עִמָּךְ. מִמַּה שֶׁיֵּשׁ לָךְ וְאֵין לוֹ אַתְּ חַייָב לִיתֵּן לוֹ. יָצָא הֶבְקֵר שֶׁיָּדָךְ וְיָדוֹ שָׁוִין בּוֹ.', 'הִיא לֶקֶט הִיא שִׁכְחָה הִיא פֵּיאָה הִיא הֶבְקֵּר וְלֹא כְּבָר תַּנַּייָת הֵן כּוּלְּהוֹן. כֵּן הִיא מַתְנִיתָא וְלֹא מִפֵּירוֹת שֶׁהֵבִיאוּ שְׁלִישׁ עַל פֵּירוֹת שֶׁלֹּא הֵבִיאוּ שְׁלִישׁ וְאִם תָּרַם אֵין <i data-commentator=""Guggenheimer Notes"" data-label=""160""></i> תְרוּמָתוֹ תְרוּמָה. עַל דַּעְתֵּיהּ דְּחִזְקִיָּה בְּמַחְלוֹקֶת. עַל דַּעְתֵּיהּ דְּרִבִּי יוֹחָנָן דִּבְרֵי הַכֹּל.']"
Jerusalem Talmud Orlah 1:1:6,"תני בשם ר""ש אין לך בא למחשבת פטור אלא שלשת המינין בלבד רימון ושקמה וצלף. מהו שיהו חייבין במעשר. תפלוגתא דר' בא בר ממל ודר' הילא. דאיתפלגון המשמר פירותיו לעצים רבי בא בר ממל אמר חייב ר' הילא בשם ר' יוסי אמר פטור. ר' בא בר ממל אמר חייב מן הדא (דברים יד) ובא הלוי כי אין לו חלק ונחלה עמך. ממה שיש לך ואין לו את חייב ליתן לו. יצא הפקר שידך וידו שווין בו. הוא לקט היא שכחה היא פאה היא הבקר.",Deuteronomy 14:29,וּבָ֣א הַלֵּוִ֡י כִּ֣י אֵֽין־לוֹ֩ חֵ֨לֶק וְנַחֲלָ֜ה עִמָּ֗ךְ וְ֠הַגֵּ֠ר וְהַיָּת֤וֹם וְהָֽאַלְמָנָה֙ אֲשֶׁ֣ר בִּשְׁעָרֶ֔יךָ וְאָכְל֖וּ וְשָׂבֵ֑עוּ לְמַ֤עַן יְבָרֶכְךָ֙ יְהֹוָ֣ה אֱלֹהֶ֔יךָ בְּכׇל־מַעֲשֵׂ֥ה יָדְךָ֖ אֲשֶׁ֥ר תַּעֲשֶֽׂה׃ <span>{ס}</span>        
Jerusalem Talmud Orlah 1:1:6,"תני בשם ר""ש אין לך בא למחשבת פטור אלא שלשת המינין בלבד רימון ושקמה וצלף. מהו שיהו חייבין במעשר. תפלוגתא דר' בא בר ממל ודר' הילא. דאיתפלגון המשמר פירותיו לעצים רבי בא בר ממל אמר חייב ר' הילא בשם ר' יוסי אמר פטור. ר' בא בר ממל אמר חייב מן הדא (דברים יד) ובא הלוי כי אין לו חלק ונחלה עמך. ממה שיש לך ואין לו את חייב ליתן לו. יצא הפקר שידך וידו שווין בו. הוא לקט היא שכחה היא פאה היא הבקר.",Jerusalem Talmud Maasrot 1:1:5,"רַב חִסְדָּא אָמַר הִבְקִיר קָמָה וְחָזַר וְזָכָה בָהּ וְעָבַר וְהִפְרִישׁ מֵהֶן תְּרוּמָה הֲרֵי זוֹ תְרוּמָה. מַה בֵּין קָמָה לַשִּׁיבֳּלִין. קָמָה עַד שֶׁלֹּא הִבְקִירָהּ עָבַר וְהִפְרִישׁ מִמֶּנָּה תְרוּמָה אֵינָהּ תְּרוּמָה· שִׁבֳּלִין עַד שֶׁלֹּא הִבְקִירָהּ עָבַר וְהִפְרִישׁ מֵהֶן תְּרוּמָה הֲרֵי זוֹ תְרוּמָה. רַב חִינְנָא בְשֵׁם רַב חִסְדָּא אַף בְּהֶקְדֵּשׁ כֵּן. מִילֵּיהוֹן דְּרַבָּנִין פְּלִיגִן. דְּאָמַר רִבִּי יוֹחָנָן בְּשֵׁם רִבִּי יַנַּאי. וּבָא הַלֵּוִי כִּי אֵין לוֹ חֶלֶק וְנַחֲלָה עִמָּךְ. מִמָּה שֶׁיֵּשׁ לָךְ וְאֵין לוֹ אַתְּ חַייָב לִיתֵּן לוֹ. יָצָא לֶקֶט שֶׁיָּדָךְ וְיָדוֹ שָׁוִין בּוֹ. הִיא לֶקֶט הִיא שִׁכְחָה הִיא פֵיאָה הִיא הֶבְקֵר. אָמַר רִבִּי יוֹחָנָן חֲבוּרָה הָיָה מַקְשָׁה הֲרֵי הֶקְדֵּשׁ הֲרֵי אֵין יָדָךְ וְיָדוֹ שָׁוִין כְּמִי שֶׁיָּדָךְ וְיָדוֹ שָׁוִין. אָמַר רִבִּי אִילָא מַה נָן קַייָמִין. <i data-overlay=""Venice Pages"" data-value=""48d""></i><i data-overlay=""Venice Columns"" data-value=""48d""></i>אִם בְּשֶׁנִּתְמָרֵחַ הַכְּרִי בִּרְשׁוּת הַהֶבְקֵר וּבִרְשׁוּת הַהֶקְדֵּשׁ אָֽמְרָה תוֹרָה רֵאשִׁית דְּגָֽנְךָ וְלֹא שֶׁל הֶבְקֵר רֵאשִׁית דְּגָֽנְךָ וְלֹא שֶׁל הַהֶקְדֵּשׁ. אֶלָּא כִי נָן קַייָמִין בְּשֶׁהִבְקִיר שִׁיבֳּלִין וְחָזַר וְזָכָה בָהֶן. בְּהֶבְקֵר פָּטוּר. בְּהֶקְדֵּשׁ חַייָב. בְּהֶבְקֵר פָּטוּר מִן הַהִיא דְּאָמַר רִבִּי יוֹחָנָן בְּשֵׁם רִבִּי יַנַּאי. וּבָא הַלֵּוִי כִּי אֵין לוֹ חֶלֶק וְנַחֲלָה עִמָּךְ. בְּמָה שֶׁיֵּשׁ לָךְ וְאֵין לוֹ אַתְּ חַייָב לִיתֵּן לוֹ. יָצָא הֶבְקֵר שֶׁיָּדָךְ וְיָדוֹ שָׁוִין בּוֹ. בְּהֶקְדֵּשׁ חַייָב. מִן הָדָא הִקְדִּישׁ קָמָה וּפָדָה קָמָה חַייָב. מַה בֵּין הֶבְקֵר וּבֵין הֶקְדֵּשׁ. הֶבְקֵר יָצָא יְדֵי הַכֹּל. הֶקְדֵּשׁ <i data-overlay=""Vilna Pages"" data-value=""2a""></i>לֹא יָצָא מִידֵי הַגִּזְבָּר. אָמַר רִבִּי אָבִין אֲפִילוּ יְדֵי הַבְּעָלִים לֹא יָצָא. מֵאַחַר שֶׁאָמַר לוֹ פְּדֵה אַתְּ רִאשׁוֹן."
