yerushalmi ref,yerushalmi text,linked ref,linked text
Jerusalem Talmud Niddah 1:1:2,מהו דיין שעתן שאינן מטמאות טהרות למפרע: וחכמים אומרי' לא כדברי זה ולא כדברי זה. לא כשמאי שלא נתן סייג לדבריו ולא כהלל שהפליג על מדותיו אלא מעת לעת ממעטת על יד מפקידה לפקידה ומפקידה לפקידה ממעטת על יד מעת לעת. כיצד מעת לעת ממעטת על יד מפקידה לפקידה בדקה עצמה בשני בשבת וראת בחמישי בשבת אין טמא אלא עד מעת לעת דארבעתא. כיצד מפקידה לפקידה ממעטת על יד מעת לעת בדקה בשחרית וראת במנחה אין טמא אלא עד שחרית.,Niddah 4b:7,מעת לעת ממעטת על יד מפקידה לפקידה כיצד  בדקה עצמה באחד בשבת ומצאת טהורה וישבה שני ושלישי ולא בדקה ולרביעי בדקה ומצאה טמאה אין אומרים תטמא מפקידה לפקידה אלא מעת לעת 
Jerusalem Talmud Niddah 1:1:2,מהו דיין שעתן שאינן מטמאות טהרות למפרע: וחכמים אומרי' לא כדברי זה ולא כדברי זה. לא כשמאי שלא נתן סייג לדבריו ולא כהלל שהפליג על מדותיו אלא מעת לעת ממעטת על יד מפקידה לפקידה ומפקידה לפקידה ממעטת על יד מעת לעת. כיצד מעת לעת ממעטת על יד מפקידה לפקידה בדקה עצמה בשני בשבת וראת בחמישי בשבת אין טמא אלא עד מעת לעת דארבעתא. כיצד מפקידה לפקידה ממעטת על יד מעת לעת בדקה בשחרית וראת במנחה אין טמא אלא עד שחרית.,Tosefta Niddah 1:1,כיצד מעת לעת ממעטת על יד מפקידה לפקידה בדקה עצמה באחד בשבת ומצאת טהורה וישבה לה יום שני ויום שלישי ולא בדקה וברביעי בדקה ומצאת טמאה הרי זו אינה מטמאה מעת לעת אלא מפקידה לפקידה. וכיצד מפקידה לפקידה ממעטת על יד מעת לעת בדקה עצמה שחרית מצאת טהורה וישבה שתי שעות ושלש &lt;שלש&gt; ולא בדקה ולרביעי בדקה ומצאה טמאה הרי זו אינה מטמאה מפקידה לפקידה. ומפקידה לפקידה ממעטת על יד מעת לעת.
Jerusalem Talmud Niddah 1:1:3,תמן תנינן השרץ שנמצא במבוי מטמא למפרע רבי אמי בעי מתניתא דלא כשמאי אמר רבי יוסי אין לית הוא כשמאי אפילו כהלל לית היא ולא מודה הלל במבוי שהוא מתכבד ושטף של גשמים עובר בו שהוא טהור. שמאי אומר הדא אשה על ידי שהיא רגילה במי רגלים עשו אותה כמבוי שהוא מתכבד ושטף של גשמים עובר בו והוא טהור.,Mishnah Niddah 7:2,"הַשֶּׁרֶץ שֶׁנִּמְצָא בַּמָּבוֹי, מְטַמֵּא לְמַפְרֵעַ, עַד שֶׁיֹּאמַר בָּדַקְתִּי אֶת הַמָּבוֹי הַזֶּה וְלֹא הָיָה בוֹ שֶׁרֶץ, אוֹ עַד שְׁעַת כִּבּוּד. וְכֵן כֶּתֶם שֶׁנִּמְצָא בֶחָלוּק, מְטַמֵּא לְמַפְרֵעַ, עַד שֶׁיֹּאמַר בָּדַקְתִּי אֶת הֶחָלוּק הַזֶּה וְלֹא הָיָה בוֹ כֶתֶם, אוֹ עַד שְׁעַת הַכִּבּוּס. וּמְטַמֵּא בֵּין לַח בֵּין יָבֵשׁ. רַבִּי שִׁמְעוֹן אוֹמֵר, הַיָּבֵשׁ מְטַמֵּא לְמַפְרֵעַ, וְהַלַּח אֵינוֹ מְטַמֵּא אֶלָּא עַד שָׁעָה שֶׁהוּא יָכוֹל לַחֲזוֹר וְלִהְיוֹת לַח: 
"
Jerusalem Talmud Niddah 1:1:3,תמן תנינן השרץ שנמצא במבוי מטמא למפרע רבי אמי בעי מתניתא דלא כשמאי אמר רבי יוסי אין לית הוא כשמאי אפילו כהלל לית היא ולא מודה הלל במבוי שהוא מתכבד ושטף של גשמים עובר בו שהוא טהור. שמאי אומר הדא אשה על ידי שהיא רגילה במי רגלים עשו אותה כמבוי שהוא מתכבד ושטף של גשמים עובר בו והוא טהור.,Niddah 3a:12,ומאי שנא ממבוי  דתנן  השרץ שנמצא במבוי מטמא למפרע עד שיאמר בדקתי את המבוי הזה ולא היה בו שרץ או עד שעת הכיבוד 
Jerusalem Talmud Niddah 1:1:3,תמן תנינן השרץ שנמצא במבוי מטמא למפרע רבי אמי בעי מתניתא דלא כשמאי אמר רבי יוסי אין לית הוא כשמאי אפילו כהלל לית היא ולא מודה הלל במבוי שהוא מתכבד ושטף של גשמים עובר בו שהוא טהור. שמאי אומר הדא אשה על ידי שהיא רגילה במי רגלים עשו אותה כמבוי שהוא מתכבד ושטף של גשמים עובר בו והוא טהור.,Niddah 56b:5,"מאי  תא שמע דתניא א""ר מאיר  מפני מה אמרו השרץ שנמצא במבוי מטמא למפרע עד שיאמר בדקתי את המבוי הזה ולא היה בו שרץ או עד שעת כיבוד  מפני שחזקת בני ישראל בודקין מבואותיהן בשעת כבודיהם ואם לא בדקו הפסידוהו למפרע "
Jerusalem Talmud Niddah 1:1:5,"בדקה ומצתה ספק פשיטא אינה כפקידה למעט מעת לעת הוא עצמו מהו שיטמא בספק נישמעינה מן הדא טומטום ואנדרוגינס שראו דיין שעתן מה את שמע מינה א""ר יוסי טומטום ואנדרוגינס ספק ומעת לעת ספק ואין ספק לספק וכא ראייתה ספק ומעת לעת ספק ואין ספק לספק.",Tosefta Niddah 1:2,טומטום ואנדרוגינוס שראו דיין שעתן. גיורת שראתה דיה שעתה דברי ר' יהודה ר' יוסי אומר הרי היא ככל הנשים ומטמאה מעת לעת ומפקידה לפקידה. והרואה מאונס דיה שעתה ואיזהו מאונס כיחה וראתה קפצה וראתה הכתה בעלה וראתה נשאה משא כבד וראתה זה הוא אונס וכיצד דיה שעתה ישבה על גבי מטה על כסא ועל ספסל ונתעסקה בטהרות ושמשה את ביתה ופרשה וראתה היא טהורה והטהרות טהורות.
Jerusalem Talmud Niddah 1:1:5-6,"['בדקה ומצתה ספק פשיטא אינה כפקידה למעט מעת לעת הוא עצמו מהו שיטמא בספק נישמעינה מן הדא טומטום ואנדרוגינס שראו דיין שעתן מה את שמע מינה א""ר יוסי טומטום ואנדרוגינס ספק ומעת לעת ספק ואין ספק לספק וכא ראייתה ספק ומעת לעת ספק ואין ספק לספק.', 'הונא בר חייה אמר מעת לעת שאמרו לקדשים אבל לא לטהרות התיב רב חסדא והתני מעשה בריבה אחת בעייתלו שהפסיקה לה שלש עונות ולא ראת ואח""כ ראת ובא מעשה לפני חכמים ואמרו דייה שעתה וכי יש קדשים בעייתלו אלא בשנעשו לטהרת הקודש ולא כחולין הן תיפתר שנעשו לטהרת מי חטאת שמי חטאת חמורין מן הקודש.']",Niddah 6a,"['כמגע עצמה מה מגע עצמה מטמא אדם לטמא בגדים אף משכבה ומושבה מטמא אדם לטמא בגדים ', ""תניא כוותיה דרבא  הרואה דם מטמאה מעת לעת  ומה היא מטמאה  משכבות ומושבות אוכלין ומשקין וכלי חרס המוקף צמיד פתיל ואינה מקולקלת למנינה ואינה מטמאה את בועלה למפרע  ר' עקיבא אומר  מטמאה את בועלה  ואינה מונה אלא משעה שראתה "", 'הרואה כתם מטמאה למפרע ומה היא מטמאה  אוכלין ומשקין משכבות ומושבות וכלי חרס המוקף צמיד פתיל ומקולקלת למנינה ומטמאה את בועלה ואינה מונה אלא משעה שראתה ', 'וזה וזה תולין לא אוכלין ולא שורפין ', 'ורבא אי שמיע ליה מתניתא לימא מתניתא  ואי לא שמיע ליה מתניתא קל וחומר מנא ליה ', 'לעולם שמיע ליה מתניתא ואי ממתניתא הוה אמינא  או אדם או בגדים אבל אדם ובגדים לא משום הכי קאמר ק""ו ', 'אמר רב הונא  מעת לעת שבנדה לקדש אבל לא לתרומה  אי הכי ליתני גבי מעלות  כי קתני היכא דאית ליה דררא דטומאה אבל היכא דלית ליה דררא דטומאה לא קתני ', 'מיתיבי  מה היא מטמאה אוכלין ומשקין  מאי לאו  בין דקדש בין דתרומה  לא דקדש ', 'תא שמע רבי יהודה אומר  אף בשעת עברתן מלאכול בתרומה  והוינן בה  מאי דהוה הוה ', 'אמר רב חסדא  לא נצרכה אלא לתקן שירים שבפניה ', 'רב הונא מתני  לישרוף שירים שבידיה  שבדקה עצמה כשיעור וסת ', 'ת""ש מעשה ועשה רבי כר""א', 'לאחר שנזכר אמר  כדי הוא ר""א לסמוך עליו']"
Jerusalem Talmud Niddah 1:1:6,"הונא בר חייה אמר מעת לעת שאמרו לקדשים אבל לא לטהרות התיב רב חסדא והתני מעשה בריבה אחת בעייתלו שהפסיקה לה שלש עונות ולא ראת ואח""כ ראת ובא מעשה לפני חכמים ואמרו דייה שעתה וכי יש קדשים בעייתלו אלא בשנעשו לטהרת הקודש ולא כחולין הן תיפתר שנעשו לטהרת מי חטאת שמי חטאת חמורין מן הקודש.",Tosefta Niddah 1:1-7,"['כיצד מעת לעת ממעטת על יד מפקידה לפקידה בדקה עצמה באחד בשבת ומצאת טהורה וישבה לה יום שני ויום שלישי ולא בדקה וברביעי בדקה ומצאת טמאה הרי זו אינה מטמאה מעת לעת אלא מפקידה לפקידה. וכיצד מפקידה לפקידה ממעטת על יד מעת לעת בדקה עצמה שחרית מצאת טהורה וישבה שתי שעות ושלש &lt;שלש&gt; ולא בדקה ולרביעי בדקה ומצאה טמאה הרי זו אינה מטמאה מפקידה לפקידה. ומפקידה לפקידה ממעטת על יד מעת לעת.', ""טומטום ואנדרוגינוס שראו דיין שעתן. גיורת שראתה דיה שעתה דברי ר' יהודה ר' יוסי אומר הרי היא ככל הנשים ומטמאה מעת לעת ומפקידה לפקידה. והרואה מאונס דיה שעתה ואיזהו מאונס כיחה וראתה קפצה וראתה הכתה בעלה וראתה נשאה משא כבד וראתה זה הוא אונס וכיצד דיה שעתה ישבה על גבי מטה על כסא ועל ספסל ונתעסקה בטהרות ושמשה את ביתה ופרשה וראתה היא טהורה והטהרות טהורות."", 'רבי אליעזר אומר ארבע נשים דיין שעתן בתולה מעוברת מניקה וזקנה אמר רבי יהושע אני לא שמעתי אלא בתולה. אמר לו רבי אליעזר אין אומרים למי שלא ראה את החדש יבא ויעיד אלא למי שראה. אתה לא שמעת ואנחנו שמענו. אתה שמעת אחת ואנחנו שמענו ארבע כל ימיו של ר""א היו העם נוהגין כדבריו אחר שמת ר""א החזיר רבי יהושע את הדברים ליושנן והלכה כרבי אליעזר.', 'ואיזו היא בתולה כל שלא ראתה דם מימיה ואע""פ שנישאת והיו לה בנים אני קורא אותה בתולה עד שתראה ראייה ראשונה הוי לא אמרו בתולה לבתולה אלא בתולה לדמים. איזו היא מעוברת סומכוס אמר משום ר""מ משיודע עוברה שלשה חדשים שנאמר (בראשית ל״ח:כ״ד) ויהי כמשלש חדשים. היתה בחזקת מעוברת וראתה והפילה לאחר כך דבר שאינו ולד דיה שעתה ואע""פ שאין ראיה לדבר זכר לדבר (ישעיהו כ״ו:י״ח) הרינו חלנו כמו ילדנו רוח.', ""תינוקת שלא הגיע זמנה לראות וראתה ראייה ראשונה ושניה דיה שעתה שלישית מטמאה מעת לעת הפסיקה ב' שעות וראתה דיה שעתה או שהגיע זמנה לראות וראתה ראייה ראשונה ושניה מטמאה מעת לעת והשלישית דיה שעתה. הפסיקה ג' שעות וראתה מטמאה מעת לעת. ואימתי ראויה לראות משתביא שתי שערות. אמר רבי אליעזר מעשה בריבה אחת בהיתלו שהגיע זמנה לראות הפסיקה ג' עונות ובא מעשה לפני חכמים ואמרו דיה שעתה אמרו לו הוראת שעה היתה."", 'רבי יוסי ור""ש אומרים מעוברת ומניקה אין דיה שעתה עד שעברו עליה שלש עונות וימי עוברה מצטרפין לתוך ימי מניקתה. זקנה שהפסיקה ג\' עונות וראתה דיה שעתה הפסיקה ג\' עונות וראתה הרי היא ככל הנשים ומטמאה מעת לעת ומפקידה לפקידה. לא שכוונה &lt;שעת ווסתה&gt; אלא שפיחתה או שהותירה והפסיקה שלשתן וראתה הרי היא ככל הנשים ומטמאה מעת לעת ומפקידה לפקידה אלא שקבעה לה עונה.', 'ארבע נשים שאמרו דיין שעתן &lt;כיצד&gt; ראתה כתם ואח""כ ראתה דם דיה שעתה. הפסיקה ג\' עונות בין ראייה לראייה ולא ראתה ואח""כ ראתה דיה שעתה. הפסיקה שלש עונות בתוך ימי טהרתה ואח""כ ראתה דיה שעתה.']"
Jerusalem Talmud Niddah 1:1:6,"הונא בר חייה אמר מעת לעת שאמרו לקדשים אבל לא לטהרות התיב רב חסדא והתני מעשה בריבה אחת בעייתלו שהפסיקה לה שלש עונות ולא ראת ואח""כ ראת ובא מעשה לפני חכמים ואמרו דייה שעתה וכי יש קדשים בעייתלו אלא בשנעשו לטהרת הקודש ולא כחולין הן תיפתר שנעשו לטהרת מי חטאת שמי חטאת חמורין מן הקודש.",Jerusalem Talmud Niddah 1:4:6,רִבִּי לִעֶזֶר אוֹמֵר. כָּל־אִשָּׁה שֶׁעָֽבְרוּ עָלֶיהָ שָׁלֹשׁ עוֹנוֹת דַּייָהּ שָׁעָתָהּ. וְתַנֵּי עֲלָהּ. אָֽמְרוּ לוֹ. לֹא אָֽמְרוּ חֲכָמִים אֶלָּא זְקֵינָה. וְהָתַנֵּי. אָמַר רִבִּי לִעֶזֶר. מַעֲשֶׂה בְרִיבָה אַחַת בְּעייתלו שֶׁהִפְסִיקָה לָהּ שָׁלֹשׁ עוֹנוֹת וְלֹא רָעָת וְאַחַר כָּךְ רָאָת. וּבָא מַעֲשֶׂה לִפְנֵי חֲכָמִים וְאָֽמְרוּ. דַּייָה שָׁעָתָהּ. אָֽמְרוּ לוֹ. קָטָן הָיִיתָ. וְאֶין עֵדוּת לְקָטָן. פַּעַם אַחַת הוֹרָה רִבִּי כְרִבִּי לִעֶזֶר וְהָיָה מִצְטָעֵר. אָמַר רִבִּי מָנָא קוֹמֵי רִבִּי יוֹסֵי. אִיתָא חֲמִי. בְּשָׁעָה שֶׁהוֹרָה כְקוּלֵּי רִבִּי מֵאִיר וּכְקוּלֵּי רִבִּי יוֹסֵי לֹא הָיָה מִצְטָעֵר וְכָאן הָיָה מִצְטָעֵר. אָמַר לֵיהּ. תַּמָּן יְחִידִין אִינּוּן. אִית לָךְ מֵימַר. נִצְרְפָה דַעְתּוֹ עִם רִבִּי מֵאִיר וְרָבוּ עַל רִבִּי יוֹסֵי. נִצְרְפָה דַעְתּוֹ עִם רִבִּי יוֹסֵי וְרָבוּ עַל רִבִּי מֵאִיר. אִית לָךְ מֵימַר הָכָא. נִצְרְפָה דַעְתּוֹ עִם רִבִּי לִעֶזֶר וְרָבוּ עַל חֲכָמִים. וְלֹא עוֹד אֶלָּא דְּתַנֵּי עֲלָהּ. אָֽמְרוּ לוֹ. הוֹרָייַת שָׁעָה הָֽיְתָה.
Jerusalem Talmud Niddah 1:1:6,"הונא בר חייה אמר מעת לעת שאמרו לקדשים אבל לא לטהרות התיב רב חסדא והתני מעשה בריבה אחת בעייתלו שהפסיקה לה שלש עונות ולא ראת ואח""כ ראת ובא מעשה לפני חכמים ואמרו דייה שעתה וכי יש קדשים בעייתלו אלא בשנעשו לטהרת הקודש ולא כחולין הן תיפתר שנעשו לטהרת מי חטאת שמי חטאת חמורין מן הקודש.",Niddah 9b:8,"ר""א אומר כל אשה שעברו עליה וכו' תניא אמר להם רבי אליעזר לחכמים  מעשה בריבה אחת בהיתלו שהפסיקה שלש עונות ובא מעשה לפני חכמים ואמרו דיה שעתה "
