masechet,commentary,perek,halakha,page,comment,dh,base text ref,base text,problem
Challah,"הגהות רד""א",1,0,1a,"@11ראשית @33עריסותיכם ריבה וריבה הכל. נ""ב נ""ל דר""ל אחר שריבה ומיעט מסתברא דמרבינן שבולת שועל ושיפון וכוסמין שהם מין חיטים ושעורים והמיעוט ממעט שאר דברים. דלא כהמפרש [מיהר""א מפולדא].",ראשית עריסותיכם ריבה וריבה הכל,Jerusalem Talmud Challah 1:1:2,"חמשה דברים חייבין בחלה כו' כתי' (במדבר טו) והיה באכלכם מלחם הארץ תרימו תרומה לה'. יכול יהו כל הדברים חייבין בחלה ת""ל מלחם ולא כל לחם אם מלחם ולא כל לחם. אין לי אלא חטין ושעורין בלבד. כוסמין שבולת שועל ושיפון מניין ת""ל (שם) ראשית עריסותיכם תריבה וריבה הכל: רבי יוסי בשם ר""ש תני ר' ישמעאל בן",
Peah,"הגהות רד""א",1,0,00,"@11מה נפיק מן בינייהו כו'. @33נ""ב כתב המשנה למלך פ""א מהלכות מתנות עניים מדפריך מה נפיק ביניהון והלא יש נפקא מינה גדולה. דלמאן דאמר יש לה שיעור למטה היינו מן התורה הוא א' מס'. ולמאן דאמר אין לה שיעור למטה היינו מד""ת אין לו שעור כלל. ועוד הקשה דלא מצינו שום רמז בפסוק שיהיה א' מס'. אע""כ דלכו""ע א' מס' הוא מדרבנן. אלא דמ""ס כיון שאין לו שיעור מה""ת ולכן אמר אין לו שיעור למטה. ומ""ס כיון שיש לו שיעור מדרבנן אמר יש לו שיעור למטה ולא פליגי אלא בלישנא ולכן פריך מה נפיק ביניהון כו':",מה נפיק מן בינייהו כו',Jerusalem Talmud Peah 1:1:5,הפיאה יש לה שיעור מלמטן ואין לה שיעור מלמעלן הביכורים והראיון אין שיעור לא למעלן ולא למטן אית תנא תני הפיאה והביכורים והראיון אין להם שיעור לא למעלן ולא למטן מה נפיק מן ביניהון והן חד מן ששים מאן דמר הפיאה יש לה שיער מלמטן ואין לה שיעור מלמעלן מה שנתן נתן חזר והוסיף חייב במעשר עד שעה שישלים מאן דמר הפיאה אין לה שיעור לא למעלן ולא למטן מה שנתן כבר נפטר חזר והוסיף חייב במעשרות,
Peah,"הגהות רד""א",1,0,00,"@11רב הונא אמר למצוה עד שליש כו'. @33נ""ב נ""ל לפי מה דקיי""ל דלעבור ל""ה צריך שיתן כל ממונו אבל לקיים מצות עשה לא מצינו כמה צריך לפזר וקס""ד דזהו שאמר שצריך ליתן שליש נכסיו לקיים מצוה ומסתפק אם הוא לכל המצוות לקיים כולם וא""כ יפריש שליש מנכסיו ויקיים בהם כל המצוות או שצריך לפזר אפי' על מצוה א' שליש נכסיו ופליגי בזה. אבל ר' חביבא מפרש הא דאמר למצוה עד שליש היינו להוסיף עד שליש שנתן אבל לענין לפזר לקיים מ""ע היא כתקנת אושא חומש וכדאיתא באו""ח סי' תרנ""ו:",רב הונא אמר למצוה עד שליש כו',Jerusalem Talmud Peah 1:1:14,רב הונא אמר למצוה עד שליש מהו לכל המצות עד שליש או למצוה אחת סברין מימר לכל המצות עד שליש אמר ר' אבון אפי' למצוה אחת ר' חביבא בשם רבנן דתמן מהו שליש לדמים היאך עבידא לקח אדם מצוה מצא אחרת נאה הימנה עד כמה מטריחי' עליו עד שליש,
Peah,"הגהות רד""א",1,0,00,"@11אנווהו לפניו במצוות כו'. @33נ""ב שבת בבלי דף קל""ג ע""א:",אנווהו לפניו במצוות כו',Jerusalem Talmud Peah 1:1:15,תני ר' ישמעאל זה אלי ואנוהו וכי אפשר לו לאדם לנוואות את בוראו אלא אנווהו לפניו במצות אעשה לפניו לולב נאה סוכה נאה שופר נאה ציצית נאין תפילין נאין אבא שאול אומר אדמה לו מה הוא רחום וחנון אף את תהא רחום וחנון,
Peah,"הגהות רד""א",1,0,00,"@11מה הוא רחום וחנון כו'. @33נ""ב פירש רש""י שם בשבת ד""ה הוי דומה לו ולשון אנוהו אני והוא אעשה עצמי כמותו לדבק בדרכיו עכ""ל:",מה הוא רחום וחנון כו',Jerusalem Talmud Peah 1:1:15,תני ר' ישמעאל זה אלי ואנוהו וכי אפשר לו לאדם לנוואות את בוראו אלא אנווהו לפניו במצות אעשה לפניו לולב נאה סוכה נאה שופר נאה ציצית נאין תפילין נאין אבא שאול אומר אדמה לו מה הוא רחום וחנון אף את תהא רחום וחנון,
Peah,"הגהות רד""א",1,0,00,"@11שהצדקה נוהגת בחיים כו'. @33נ""ל שצ""ל וגדולה גמילות חסד יותר מן הצדקה כו':",שהצדקה נוהגת בחיים כו',Jerusalem Talmud Peah 1:1:20,צדקה וגמילת חסדים שקולות כנגד כל מצותיה של תורה שהצדקה נוהגת בחיים וגמילת חסדים נוהגת בחיים ובמתים הצדקה נוהגת לעניים וגמילות חסדים נוהגת לעניים ולעשירים הצדקה נוהגת בממונו של אדם וגמילות חסדים נוהגת בין בממונו בין בגופו רבי יוחנן בר מריא בשם רבי יוחנן אין אנו יודעין איזה מהן חביב או צדקה או גמילות חסדים כשהוא אומר (תהילים קג) וחסד ה' מעולם ועד עולם על יראיו וצדקתו לבני בנים הדא אמרה שגמילות חסדים חביבה יותר מן הצדקה:,
Peah,"הגהות רד""א",1,0,00,"@11הוה מהדס קומי כליא כו'. @33נ""ב מסכת כתובות בבלי דף י""ז ע""א:",הוה מהדס קומי כליא כו',Jerusalem Talmud Peah 1:1:33,"וגמילת חסדים: דכתיב (משלי כא) רודף צדקה וחסד ימצא חיים צדקה וכבוד כבוד בעולם הזה וחיים לעולם הבא רבי שמואל בר רב יצחק הוה נסיב שיבשתי' והוה מהדס קומי כליא והוה ר""ז חמי ליה ומיטמר מן קומוי אמר חמי להדין סבא איך הוא מבהית לן וכיון דדמך הוה תלת שעין קלין וברקין בעלמא נפקת ברת קלא ואמרה דדמוך ר' שמואל בר רב יצחק גמיל חסידים נפקון למגמל ליה חסד נחתת אישתא מן שמיא ואיתעבידא כעין שבשא דינור בין ערסי' לציבורא והוון ברייתי אמרין הייא דהדין סבא דקמת ליה שבשתי':",
Peah,"הגהות רד""א",1,0,00,"@11חפצים אלו אבנים טובות כו'. @33נ""ב ג""""ל שצ""ל בהיפך כדאיתא בבבלי (בתענית) [צ""ל במו""ק ט' ע""ב וכ""ה הגירסא בילקוט משלי רמז תתקל""ד חפציך אלו אבנים טובות ומרגליות. חפצים אלו ד""ת]:",חפצים אלו אבנים טובות כו',Jerusalem Talmud Peah 1:1:35,"ות""ת רבי ברכיה ורבי חייא דכפר דחומין חד אמר אפילו כל העולם כולו אינו שוה לדבר אחד של תורה וחד אמר אפי' כל מצותיה של תורה אינן שוות לדבר א' מן התורה רבי תנחומא ורבי יוסי בן זימרא חד אמר כהדא וחד אמר כהדא רבי אבא אבוי דרבי אבא בר מרי בשם ר' אחא כתוב אחד אומר (משלי ח) וכל חפצים לא ישווה בה וכתוב אחד אומר (משלי ג) וכל חפציך לא ישווה בה חפצים אלו אבנים טובות ומרגליות חפציך אלו דברי תורה דכתיב (ירמיהו ט) כי באלה חפצתי נאם ה'",
Peah,"הגהות רד""א",1,0,00,"@11שלא תאמר יעשה קציר הקדש כקציר הדיוטות @33נ""ב קס""ד שלקח ממעות הקדש קמה מהדיוט דקמת הקדש קיימא לן דפטור [פ""מ]. ומ""ש שלא תאמר ר""ל דבוודאי פיאה אינה אלא בסוף והאי ובקוצרכם בא להורות דוקא קציר שלכם. יצא קציר הקדש דהוה אמינא דקציר הקדש נמי חייב. @11ג' תלמים של פתיח כו'. @33נ""ב והוא מלשון יפתח וישדד אדמתו. עי' בהרע""ב מס' כלאים פ""ב מ' ו:",שלא תאמר יעשה קציר הקדש כקציר הדיוטות,Jerusalem Talmud Peah 1:3:2,"רבי יוסי בשם ר""ש בן לקיש (ויקרא יט) ובקוצרכם מה ת""ל (שם) לקצור אלא אפילו יש לו כמה לקצור ר' יונה בשם ר""ש בן לקיש ובקוצרכם מה ת""ל לקצור אלא אחד בתחלה ואחד בסוף רבי יוסי בשם ריב""ל ובקוצרכם מה ת""ל לקצור אלא אחד לגבוה ואחד להדיוט רבי יודן בעי כלום מעות הקדש מתחללין אלא בתלוש שמא במחובר אמר ר' חנינא שלא תאמר יעשה קציר הקדש כקציר הדיוט",
Peah,"הגהות רד""א",1,0,00,"@11ולא פליגי כו'. @33פי' הכ""מ ר""ל שאין חולקין כלל שכל אמת המים מפסקת בין קבוע בין אינה קבוע עד שמצאו ברייתא דתניא דדוקא קבוע מפסקת. הוון בעין למימר דהא דאר""י דמפסיק דוקא שהוא עומד בצד א' ואינו יכול לקצור בצד הב'. אבל כשעומד באמצע וקוצר מכאן ומכאן אינו מפסיק. אשכח תני דאפילו עומד באמצע וקוצר מכאן ומכאן מפסיק אא""כ שעומד בצד זה וקוצר בצד ב' דאז אינו מפסיק. לכן פ' הרמב""ם כר""י כ""כ הכ""מ. אך מה שכ' שם הכ""מ דבא לפרש שלולית דתני ברישא. ק' שכבר כתב הר""ש דמתוספתא מוכח דהרי מילי נינהו. גם מה שכתב דר""י אינו חולק על ת""ק ע""כ מוכח מתוספתא דר""י חולק דדוקא היכא דאמר בד""א או אימתי. אבל הכא וודאי משמע עפ""י התוספתא דחולק. ואמנם אעפי""כ א""ש מה שפסק הרמב""ם כר""י שהרי אדרבה במתניתין לא הזכיר רבי כלל לדברי ת""ק רק דברי ר""י. וכן בירושלמי לא מפרש רק מלתא דר""י ולכן פסק כוותיה. דת""ק דתוספתא חולק. ולפ""ז אף שהר""ש מפרש דת""ק פליג עם ר""י וכמו שכ' התוי""ט. מ""מ גם לר""ש הלכה כר""י. כיון דרבי לא כתב במשנה כלל דברי ת""ק. ומ""ש הר""ש בתחלת דבריו דר""י דמתני' פליג על ה""ק דמתני' היינו לפי מה שרצה לפרש דאמת המים ושלולית הכל א'. אבל לבתר שכ' עפ""י התוספתא דתרי מילי נינהו אין ספק דהלכה כר""י. ואזדא ליה תמיהת תי""ט. ושפיר פסק הרע""ב כר""י לכ""ע. @11קצר חצי אגדו וכו'. @33נ""ב עיין בתוי""ט וז""ל אגדו נ""ל שהוא גד הנזכר בכתוב במן שהוא כזרע גד לבן וגו' ושמותית כמו שחמותית והוא אדום ע""ש. ול""נ הגרסא הוא אגרו בריש והוא מלשון שמנו אגור. אף כאן דקאי על המים שהקמח אגור בתוכו. ושמותית היא מין המים הגרוע מאגור. כנ""ל:",ולא פליגי כו',Jerusalem Talmud Peah 2:2:2,הוון בעון מימר ולא פליגין אשכחת תני אמת המים הקבועה הרי זו מפסקת,
